Feature,1009124,1009125,1009126,1009127,1009128,1009129,1009130,1009131,1009132,1009133,1009136,1009137,1009138,1009139,1009142,1009143,1009144,1009145,1009146,1009147,1009148,1009149,1009365,1009366,1009367,1009368,1009369,1009370,1009371,1009372,1009424,1009425,1009426,1009427,1010054,1010055,1010056,1010057,1010058,1010059,1010060,1010061,1010062,1010063,1010064,1010065,1010066,1010067,1010068,1010069,1010533,1010534,1010535,1010536,1010537,1010538,1010539,1010540,1010542,1010866,1010867,1010872,1010873,1010878,1010879,1010883,1010884,1011425,1011426,1011427,1011428,1011429,1011430,1011431,1011432,1011433,1011434,1011435,1011436,1011437,1011438,1011439,1011440,1011441,1011442,1011443,1011444,1011445,1011446,1011447,1011448,1011449,1011450,1011451,1011452,1011453,1011454,1011455,1011456,1011457,1011458,1011459,1011460,1011461,1011462,1011463,1012050,1012051,1012052,1012053,1012093,1012094,1012095,1012096,1012583,1012584,1012585,1012586,1012587,1012588,1012589,1012590,1013899,1013900,1013901,1013902,1013903,1013904,1013905,1013906,1014416,1014417,1014418,1014419,1014420,1014421,1014422,1014423,1014424,1014425,1014426,1014427
可变悬架功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),自动变速箱(AT),自动变速箱(AT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),自动变速箱(AT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),自动变速箱(AT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),自动变速箱(AT),手动变速箱(MT),手动变速箱(MT),自动变速箱(AT),自动变速箱(AT),手动变速箱(MT),手动变速箱(MT),自动变速箱(AT),自动变速箱(AT),手动变速箱(MT),手动变速箱(MT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,6挡自动,6挡自动,6挡自动,6挡自动,6挡手动,6挡手动,6挡手动,6挡手动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,6挡手动,6挡手动,6挡手动,6挡手动,6挡自动,6挡自动,6挡自动,6挡自动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡自动,8挡自动,8挡自动,8挡自动,8挡自动,6挡手动,6挡手动,6挡手动,6挡手动,6挡自动,6挡自动,6挡手动,6挡手动,6挡手动,6挡手动,6挡自动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,6挡自动,6挡手动,6挡手动,6挡手动,6挡手动,6挡自动,6挡自动,6挡自动,6挡自动,6挡自动,6挡自动,6挡自动,6挡自动,6挡自动,6挡自动,6挡自动,6挡自动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,5挡手动,5挡手动,5挡手动,5挡手动,6挡自动,6挡手动,6挡手动,6挡自动,6挡自动,6挡手动,6挡手动,6挡自动,6挡自动,6挡手动,6挡手动,6挡自动,6挡自动,6挡自动,6挡自动,6挡手动,6挡手动,6挡手动,6挡手动,6挡自动,6挡自动,6挡自动,6挡自动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动
发动机电子防盗,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,-
发动机型号,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机启停技术,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 163马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.4L 160马力 L4,2.4L 160马力 L4,2.4L 160马力 L4,2.4L 160马力 L4,2.4L 160马力 L4,2.4L 160马力 L4,2.4L 160马力 L4,2.4L 160马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.0T 214马力 L4,2.4L 160马力 L4,2.4L 160马力 L4,2.4L 160马力 L4,2.4L 160马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 136马力 L4,2.0T 136马力 L4,2.0T 136马力 L4,2.0T 136马力 L4,2.0T 136马力 L4,2.0T 136马力 L4,2.0T 136马力 L4,2.0T 136马力 L4,2.0T 136马力 L4,2.0T 136马力 L4,2.0T 136马力 L4,2.0T 136马力 L4
压缩比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
厂商指导价(元),14.18万,14.38万,12.58万,12.78万,12.58万,12.78万,10.98万,11.18万,19.18万,19.38万,14.08万,14.28万,13.48万,13.68万,12.48万,12.68万,11.88万,12.08万,12.48万,12.68万,10.88万,11.08万,15.18万,15.38万,13.58万,13.78万,13.58万,13.78万,11.98万,12.18万,11.88万,12.08万,10.28万,10.48万,15.38万,14.18万,14.38万,12.58万,12.78万,12.58万,12.78万,10.98万,11.18万,13.58万,13.78万,13.58万,13.78万,11.98万,12.18万,15.18万,8.98万,9.18万,10.38万,10.58万,9.78万,9.98万,11.18万,11.38万,14.98万,10.98万,11.18万,11.98万,12.18万,11.98万,12.18万,12.98万,13.18万,17.98万,18.18万,15.98万,16.18万,16.98万,17.18万,14.98万,15.18万,16.98万,17.18万,14.98万,15.18万,15.98万,16.18万,13.98万,14.18万,19.08万,19.28万,17.48万,17.68万,17.48万,17.68万,15.88万,16.08万,17.48万,17.68万,15.88万,16.08万,15.88万,16.08万,14.28万,14.48万,14.38万,14.58万,12.98万,13.18万,13.98万,13.98万,12.98万,14.78万,14.58万,13.78万,13.58万,13.78万,13.58万,12.78万,12.58万,12.08万,12.28万,11.08万,11.28万,11.08万,11.28万,10.08万,10.28万,14.78万,14.98万,13.78万,13.98万,13.78万,13.98万,12.78万,12.98万,11.68万,11.48万,11.28万,10.88万,10.68万,10.48万,10.68万,10.48万,10.28万,9.88万,9.68万,9.48万
厂商,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通
卫星导航系统,-,-,-,-,-,-,-,-,●,●,○,○,-,-,○,○,-,-,○,○,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,○,○,-,-,○,○,-,-,○,○,-,-,○,○,-,-,-,-,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,○,○,○,●,●,●,○,○,○
助力类型,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,电动助力,电动助力,电动助力,电动助力,液压助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,电动助力,电动助力,液压助力,液压助力,电动助力,电动助力,液压助力,液压助力,电动助力,电动助力,液压助力,液压助力,电动助力,电动助力,液压助力,液压助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力
副座椅调节方式,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
前轮距(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前轮胎规格,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,255/55 R19,255/55 R19,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,245/70 R16,245/70 R16,245/70 R16,245/70 R16,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/60 R18,255/60 R18,255/60 R18,255/60 R18,255/60 R18,255/60 R18,255/60 R18,255/60 R18,255/60 R18,255/60 R18,255/60 R18,245/70 R16,245/70 R16,255/60 R18,255/60 R18,245/70 R16,245/70 R16,255/60 R18,255/60 R18,245/70 R16,245/70 R16,255/60 R18,255/60 R18,245/70 R16,245/70 R16,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/60 R18,255/60 R18,255/60 R18,255/60 R18,255/60 R18,255/60 R18,255/60 R18,255/60 R18,255/60 R18,255/60 R18,255/60 R18,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,255/60 R18,255/60 R18,255/60 R18,255/60 R18,255/60 R18,255/60 R18,255/60 R18,255/60 R18,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16,245/70 R16
前排座椅功能,-,-,-,-,-,-,-,-,,,,,-,-,,,-,-,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,-,-,,,-,-,,,-,-,,,-,-,,,-,-,,,-,-,,,-,-,,,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
